gene1	gene2	gene1_string_id	gene2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ATP6V0D1	ATP6V1F	9606.ENSP00000290949	9606.ENSP00000417378	0.120	0	0	0	0.462	0.992	0.978	0.833	0.999
ATP6V0D2	ATP6V1D	9606.ENSP00000285393	9606.ENSP00000216442	0.111	0	0	0	0.678	0.840	0.956	0.776	0.999
ATP6V0D2	ATP6V1B1	9606.ENSP00000285393	9606.ENSP00000234396	0.111	0	0	0	0.690	0.863	0.956	0.677	0.999
ATP6V0D2	ATP6V1E1	9606.ENSP00000285393	9606.ENSP00000253413	0.111	0	0	0	0.691	0.748	0.956	0.728	0.999
ATP6V0D2	TCIRG1	9606.ENSP00000285393	9606.ENSP00000265686	0.095	0	0	0	0.594	0.863	0.938	0.792	0.999
ATP6V0D2	CTSK	9606.ENSP00000285393	9606.ENSP00000271651	0	0	0	0	0.096	0	0	0.785	0.798
ATP6V0D2	ATP6V1C2	9606.ENSP00000285393	9606.ENSP00000272238	0	0	0	0	0.193	0.748	0.540	0.755	0.974
ATP6V0D2	ATP6V1A	9606.ENSP00000285393	9606.ENSP00000273398	0.111	0	0	0	0.690	0.747	0.956	0.553	0.998
ATP6V0D2	ATP6V1B2	9606.ENSP00000285393	9606.ENSP00000276390	0.111	0	0	0	0.694	0.847	0.956	0.609	0.999
ATP6V0D2	NFATC1	9606.ENSP00000285393	9606.ENSP00000389377	0	0	0	0	0	0	0	0.731	0.731
ATP6V0D2	ATP6V0E1	9606.ENSP00000285393	9606.ENSP00000429690	0	0	0	0	0.082	0.841	0.500	0.363	0.947
ATP6V0D2	ATP6V1G3	9606.ENSP00000285393	9606.ENSP00000417171	0	0	0	0	0.150	0.578	0.540	0.792	0.961
ATP6V0D2	ATP6V0E2	9606.ENSP00000285393	9606.ENSP00000411672	0	0	0	0	0.082	0.748	0.720	0.615	0.971
ATP6V0D2	ATP6V1C1	9606.ENSP00000285393	9606.ENSP00000430282	0	0	0	0	0.197	0.748	0.720	0.739	0.983
ATP6V0D2	ATP6V1G2	9606.ENSP00000285393	9606.ENSP00000302194	0	0	0	0	0.111	0.859	0.720	0.684	0.987
ATP6V0D2	ATP6V1G1	9606.ENSP00000285393	9606.ENSP00000363162	0	0	0	0	0.111	0.578	0.900	0.747	0.989
ATP6V0D2	ATP6V1E2	9606.ENSP00000285393	9606.ENSP00000304891	0.111	0	0	0	0.691	0.748	0.783	0.789	0.996
ATP6V0D2	ATP6V1H	9606.ENSP00000285393	9606.ENSP00000352522	0	0	0	0	0.413	0.840	0.900	0.790	0.997
ATP6V0D2	ATP6V1F	9606.ENSP00000285393	9606.ENSP00000417378	0.120	0	0	0	0.402	0.931	0.978	0.782	0.999
ATP6V0E1	ATP6V1D	9606.ENSP00000429690	9606.ENSP00000216442	0	0	0	0	0.262	0.990	0.500	0.695	0.998
ATP6V0E1	ATP6V1B1	9606.ENSP00000429690	9606.ENSP00000234396	0	0	0	0	0.087	0.841	0.500	0.412	0.951
ATP6V0E1	ATP6V1E1	9606.ENSP00000429690	9606.ENSP00000253413	0	0	0	0	0.296	0.966	0.500	0.508	0.993
ATP6V0E1	TCIRG1	9606.ENSP00000429690	9606.ENSP00000265686	0	0	0	0	0.060	0.516	0.500	0.362	0.835
ATP6V0E1	ATP6V1C2	9606.ENSP00000429690	9606.ENSP00000272238	0	0	0	0	0.124	0.748	0.500	0.503	0.937
ATP6V0E1	ATP6V1A	9606.ENSP00000429690	9606.ENSP00000273398	0	0	0	0	0.139	0.990	0.500	0.444	0.997
ATP6V0E1	ATP6V1B2	9606.ENSP00000429690	9606.ENSP00000276390	0	0	0	0	0.118	0.966	0.500	0.619	0.993
ATP6V0E1	ATP6V1G2	9606.ENSP00000429690	9606.ENSP00000302194	0	0	0	0	0.131	0.898	0.500	0.473	0.973
ATP6V0E1	ATP6V1E2	9606.ENSP00000429690	9606.ENSP00000304891	0	0	0	0	0.142	0.841	0.500	0.441	0.956
ATP6V0E1	ATP6V1H	9606.ENSP00000429690	9606.ENSP00000352522	0	0	0	0	0.074	0.986	0.500	0.690	0.997
ATP6V0E1	ATP6V1G1	9606.ENSP00000429690	9606.ENSP00000363162	0	0	0	0	0.214	0.925	0.500	0.508	0.983
ATP6V0E1	ATP6V0E2	9606.ENSP00000429690	9606.ENSP00000411672	0	0	0.060	0.904	0.043	0	0.900	0.431	0.942
ATP6V0E1	ATP6V1G3	9606.ENSP00000429690	9606.ENSP00000417171	0	0	0	0	0.131	0.580	0.500	0.447	0.885
ATP6V0E1	ATP6V1F	9606.ENSP00000429690	9606.ENSP00000417378	0	0	0	0	0.241	0.986	0.500	0.696	0.998
ATP6V0E1	ATP6V1C1	9606.ENSP00000429690	9606.ENSP00000430282	0	0	0	0	0.162	0.990	0.500	0.490	0.997
ATP6V0E2	ATP6V1D	9606.ENSP00000411672	9606.ENSP00000216442	0	0	0	0	0.104	0.840	0.720	0.364	0.971
ATP6V0E2	ATP6V1B1	9606.ENSP00000411672	9606.ENSP00000234396	0	0	0	0	0.087	0.748	0.720	0.387	0.955
ATP6V0E2	ATP6V1E1	9606.ENSP00000411672	9606.ENSP00000253413	0	0	0	0	0.142	0.748	0.720	0.448	0.962
ATP6V0E2	TCIRG1	9606.ENSP00000411672	9606.ENSP00000265686	0	0	0	0	0	0.516	0.540	0.339	0.840
ATP6V0E2	ATP6V1C2	9606.ENSP00000411672	9606.ENSP00000272238	0	0	0	0	0.124	0.748	0.540	0.570	0.950
ATP6V0E2	ATP6V1A	9606.ENSP00000411672	9606.ENSP00000273398	0	0	0	0	0.111	0.840	0.720	0.404	0.973
ATP6V0E2	ATP6V1B2	9606.ENSP00000411672	9606.ENSP00000276390	0	0	0	0	0.087	0.748	0.720	0.335	0.951
ATP6V0E2	ATP6V1G2	9606.ENSP00000411672	9606.ENSP00000302194	0	0	0	0	0.192	0.788	0.720	0.470	0.971
ATP6V0E2	ATP6V1E2	9606.ENSP00000411672	9606.ENSP00000304891	0	0	0	0	0.147	0.748	0.500	0.536	0.943
ATP6V0E2	ATP6V1H	9606.ENSP00000411672	9606.ENSP00000352522	0	0	0	0	0.074	0.840	0.720	0.722	0.986
ATP6V0E2	ATP6V1G1	9606.ENSP00000411672	9606.ENSP00000363162	0	0	0	0	0.131	0.580	0.720	0.671	0.961
ATP6V0E2	ATP6V1G3	9606.ENSP00000411672	9606.ENSP00000417171	0	0	0	0	0.131	0.580	0.540	0.382	0.882
ATP6V0E2	ATP6V1C1	9606.ENSP00000411672	9606.ENSP00000430282	0	0	0	0	0.131	0.840	0.720	0.389	0.973
ATP6V0E2	ATP6V1F	9606.ENSP00000411672	9606.ENSP00000417378	0	0	0	0	0.183	0.840	0.720	0.474	0.978
ATP6V1A	ATP6V1D	9606.ENSP00000273398	9606.ENSP00000216442	0.111	0	0.441	0	0.726	0.996	0.967	0.871	0.999
ATP6V1A	ATP6V1B1	9606.ENSP00000273398	9606.ENSP00000234396	0.111	0	0.247	0.583	0.690	0.955	0.956	0.728	0.999
ATP6V1A	ATP6V1E1	9606.ENSP00000273398	9606.ENSP00000253413	0.111	0	0	0	0.740	0.990	0.956	0.927	0.999
ATP6V1A	RAB7A	9606.ENSP00000273398	9606.ENSP00000265062	0	0	0	0	0.127	0.457	0	0.432	0.707
ATP6V1A	TCIRG1	9606.ENSP00000273398	9606.ENSP00000265686	0.095	0	0	0	0.527	0.516	0.718	0.773	0.984
ATP6V1A	ATP6V1C2	9606.ENSP00000273398	9606.ENSP00000272238	0	0	0	0	0.140	0.956	0.540	0.806	0.996
ATP6V1A	LAMTOR3	9606.ENSP00000273398	9606.ENSP00000424183	0	0	0	0	0.086	0.091	0.650	0.109	0.706
ATP6V1A	LAMTOR2	9606.ENSP00000273398	9606.ENSP00000357288	0	0	0	0	0.082	0.161	0.650	0.111	0.728
ATP6V1A	MTOR	9606.ENSP00000273398	9606.ENSP00000354558	0	0	0	0	0.058	0.071	0.500	0.542	0.772
ATP6V1A	LAMTOR1	9606.ENSP00000273398	9606.ENSP00000278671	0	0	0	0	0.054	0.194	0.650	0.502	0.849
ATP6V1A	ATP6V1G3	9606.ENSP00000273398	9606.ENSP00000417171	0	0	0	0	0.107	0.574	0.540	0.658	0.932
ATP6V1A	ATP6V1E2	9606.ENSP00000273398	9606.ENSP00000304891	0.111	0	0	0	0.690	0.746	0.783	0.718	0.994
ATP6V1A	ATP6V1G2	9606.ENSP00000273398	9606.ENSP00000302194	0	0	0	0	0.107	0.977	0.720	0.621	0.997
ATP6V1A	ATP6V1F	9606.ENSP00000273398	9606.ENSP00000417378	0.120	0	0	0	0.784	0.992	0.978	0.834	0.999
ATP6V1A	ATP6V1B2	9606.ENSP00000273398	9606.ENSP00000276390	0.111	0	0.246	0.585	0.878	0.994	0.956	0.859	0.999
ATP6V1A	ATP6V1H	9606.ENSP00000273398	9606.ENSP00000352522	0	0	0	0	0.419	0.986	0.909	0.773	0.999
ATP6V1A	ATP6V1G1	9606.ENSP00000273398	9606.ENSP00000363162	0	0	0	0	0.188	0.989	0.900	0.715	0.999
ATP6V1A	ATP6V1C1	9606.ENSP00000273398	9606.ENSP00000430282	0	0	0	0	0.447	0.979	0.720	0.927	0.999
ATP6V1B1	ATP6V1D	9606.ENSP00000234396	9606.ENSP00000216442	0.111	0	0.481	0	0.691	0.970	0.956	0.829	0.999
ATP6V1B1	LAMTOR3	9606.ENSP00000234396	9606.ENSP00000424183	0	0	0	0	0	0.095	0.650	0.166	0.712
ATP6V1B1	LAMTOR1	9606.ENSP00000234396	9606.ENSP00000278671	0	0	0	0	0	0.337	0.650	0.118	0.777
ATP6V1B1	ATP6V1G3	9606.ENSP00000234396	9606.ENSP00000417171	0	0	0	0	0.207	0.574	0.540	0.733	0.953
ATP6V1B1	ATP6V1B2	9606.ENSP00000234396	9606.ENSP00000276390	0	0	0.049	0.982	0	0.841	0.900	0.371	0.989
ATP6V1B1	ATP6V1C2	9606.ENSP00000234396	9606.ENSP00000272238	0	0	0	0	0.264	0.954	0.540	0.859	0.997
ATP6V1B1	ATP6V1H	9606.ENSP00000234396	9606.ENSP00000352522	0	0	0	0	0.668	0.859	0.720	0.833	0.997
ATP6V1B1	ATP6V1G2	9606.ENSP00000234396	9606.ENSP00000302194	0	0	0	0	0.190	0.966	0.720	0.658	0.997
ATP6V1B1	TCIRG1	9606.ENSP00000234396	9606.ENSP00000265686	0.095	0	0	0	0.367	0.709	0.718	0.978	0.998
ATP6V1B1	ATP6V1G1	9606.ENSP00000234396	9606.ENSP00000363162	0	0	0	0	0.190	0.921	0.900	0.743	0.998
ATP6V1B1	ATP6V1C1	9606.ENSP00000234396	9606.ENSP00000430282	0	0	0	0	0.244	0.950	0.720	0.862	0.998
ATP6V1B1	ATP6V1F	9606.ENSP00000234396	9606.ENSP00000417378	0.120	0	0	0	0.691	0.965	0.978	0.799	0.999
ATP6V1B1	ATP6V1E2	9606.ENSP00000234396	9606.ENSP00000304891	0.111	0	0	0	0.691	0.955	0.783	0.862	0.999
ATP6V1B1	ATP6V1E1	9606.ENSP00000234396	9606.ENSP00000253413	0.111	0	0	0	0.691	0.955	0.956	0.851	0.999
ATP6V1B2	ATP6V1D	9606.ENSP00000276390	9606.ENSP00000216442	0.111	0	0.481	0	0.746	0.996	0.956	0.866	0.999
ATP6V1B2	ATP6V1E1	9606.ENSP00000276390	9606.ENSP00000253413	0.111	0	0	0	0.761	0.995	0.956	0.866	0.999
ATP6V1B2	TCIRG1	9606.ENSP00000276390	9606.ENSP00000265686	0.095	0	0	0	0.368	0.711	0.718	0.797	0.988
ATP6V1B2	ATP6V1C2	9606.ENSP00000276390	9606.ENSP00000272238	0	0	0	0	0.244	0.952	0.540	0.814	0.996
ATP6V1B2	LAMTOR3	9606.ENSP00000276390	9606.ENSP00000424183	0	0	0	0	0.084	0.099	0.650	0.259	0.757
ATP6V1B2	LAMTOR2	9606.ENSP00000276390	9606.ENSP00000357288	0	0	0	0	0.067	0.621	0.650	0.187	0.886
ATP6V1B2	ATP6V1G3	9606.ENSP00000276390	9606.ENSP00000417171	0	0	0	0	0.190	0.574	0.540	0.635	0.934
ATP6V1B2	ATP6V1G2	9606.ENSP00000276390	9606.ENSP00000302194	0	0	0	0	0.204	0.926	0.720	0.665	0.993
ATP6V1B2	LAMTOR1	9606.ENSP00000276390	9606.ENSP00000278671	0	0	0	0	0.060	0.994	0.650	0.260	0.998
ATP6V1B2	ATP6V1E2	9606.ENSP00000276390	9606.ENSP00000304891	0.111	0	0	0	0.691	0.896	0.783	0.862	0.998
ATP6V1B2	ATP6V1H	9606.ENSP00000276390	9606.ENSP00000352522	0	0	0	0	0.723	0.992	0.720	0.877	0.999
ATP6V1B2	ATP6V1F	9606.ENSP00000276390	9606.ENSP00000417378	0.120	0	0	0	0.728	0.993	0.978	0.866	0.999
ATP6V1B2	ATP6V1C1	9606.ENSP00000276390	9606.ENSP00000430282	0	0	0	0	0.309	0.987	0.720	0.940	0.999
ATP6V1B2	ATP6V1G1	9606.ENSP00000276390	9606.ENSP00000363162	0	0	0	0	0.368	0.989	0.900	0.832	0.999
ATP6V1C1	ATP6V1D	9606.ENSP00000430282	9606.ENSP00000216442	0	0	0	0	0.725	0.986	0.720	0.852	0.999
ATP6V1C1	ATP6V1E1	9606.ENSP00000430282	9606.ENSP00000253413	0	0	0	0	0.381	0.986	0.720	0.885	0.999
ATP6V1C1	TCIRG1	9606.ENSP00000430282	9606.ENSP00000265686	0	0	0	0	0.074	0.715	0.540	0.781	0.969
ATP6V1C1	ATP6V1C2	9606.ENSP00000430282	9606.ENSP00000272238	0	0	0.059	0.963	0	0.779	0.900	0.061	0.977
ATP6V1C1	ATP6V1G2	9606.ENSP00000430282	9606.ENSP00000302194	0	0	0	0	0.142	0.974	0.720	0.657	0.997
ATP6V1C1	ATP6V1E2	9606.ENSP00000430282	9606.ENSP00000304891	0	0	0	0	0.303	0.840	0.500	0.831	0.989
ATP6V1C1	ATP6V1H	9606.ENSP00000430282	9606.ENSP00000352522	0	0	0	0	0.658	0.981	0.720	0.867	0.999
ATP6V1C1	ATP6V1G1	9606.ENSP00000430282	9606.ENSP00000363162	0	0	0	0	0.313	0.979	0.720	0.731	0.998
ATP6V1C1	ATP6V1G3	9606.ENSP00000430282	9606.ENSP00000417171	0	0	0	0	0.142	0.576	0.540	0.661	0.935
ATP6V1C1	ATP6V1F	9606.ENSP00000430282	9606.ENSP00000417378	0	0	0	0	0.153	0.984	0.720	0.856	0.999
ATP6V1C2	ATP6V1D	9606.ENSP00000272238	9606.ENSP00000216442	0	0	0	0	0.377	0.954	0.540	0.822	0.997
ATP6V1C2	ATP6V1E1	9606.ENSP00000272238	9606.ENSP00000253413	0	0	0	0	0.303	0.943	0.540	0.793	0.995
ATP6V1C2	TCIRG1	9606.ENSP00000272238	9606.ENSP00000265686	0	0	0	0	0.074	0.516	0.540	0.773	0.947
ATP6V1C2	ATP6V1G3	9606.ENSP00000272238	9606.ENSP00000417171	0	0	0	0	0.169	0.576	0.540	0.733	0.951
ATP6V1C2	ATP6V1G1	9606.ENSP00000272238	9606.ENSP00000363162	0	0	0	0	0.293	0.924	0.540	0.667	0.990
ATP6V1C2	ATP6V1H	9606.ENSP00000272238	9606.ENSP00000352522	0	0	0	0	0.523	0.841	0.540	0.799	0.992
ATP6V1C2	ATP6V1G2	9606.ENSP00000272238	9606.ENSP00000302194	0	0	0	0	0.142	0.960	0.540	0.668	0.994
ATP6V1C2	ATP6V1F	9606.ENSP00000272238	9606.ENSP00000417378	0	0	0	0	0.141	0.962	0.540	0.814	0.996
ATP6V1C2	ATP6V1E2	9606.ENSP00000272238	9606.ENSP00000304891	0	0	0	0	0.303	0.956	0.500	0.850	0.997
ATP6V1D	LAMTOR3	9606.ENSP00000216442	9606.ENSP00000424183	0	0	0	0	0.178	0.066	0.650	0.102	0.726
ATP6V1D	LAMTOR2	9606.ENSP00000216442	9606.ENSP00000357288	0	0	0	0	0.097	0	0.650	0.232	0.736
ATP6V1D	ATP6V1G3	9606.ENSP00000216442	9606.ENSP00000417171	0	0	0	0	0.391	0.781	0.540	0.806	0.986
ATP6V1D	TCIRG1	9606.ENSP00000216442	9606.ENSP00000265686	0.095	0	0	0	0.292	0.913	0.718	0.695	0.994
ATP6V1D	ATP6V1G2	9606.ENSP00000216442	9606.ENSP00000302194	0	0	0	0	0.391	0.936	0.720	0.779	0.997
ATP6V1D	ATP6V1H	9606.ENSP00000216442	9606.ENSP00000352522	0	0	0	0	0.377	0.997	0.935	0.794	0.999
ATP6V1D	ATP6V1E1	9606.ENSP00000216442	9606.ENSP00000253413	0.111	0	0	0	0.810	0.994	0.956	0.833	0.999
ATP6V1D	ATP6V1E2	9606.ENSP00000216442	9606.ENSP00000304891	0.111	0	0	0	0.689	0.934	0.783	0.841	0.999
ATP6V1D	ATP6V1F	9606.ENSP00000216442	9606.ENSP00000417378	0.120	0	0	0	0.467	0.997	0.978	0.940	0.999
ATP6V1D	ATP6V1G1	9606.ENSP00000216442	9606.ENSP00000363162	0	0	0	0	0.450	0.990	0.900	0.837	0.999
ATP6V1E1	LAMTOR1	9606.ENSP00000253413	9606.ENSP00000278671	0	0	0	0	0.140	0	0.650	0.156	0.724
ATP6V1E1	LAMTOR3	9606.ENSP00000253413	9606.ENSP00000424183	0	0	0	0	0.099	0.205	0.650	0	0.727
ATP6V1E1	ATP6V1E2	9606.ENSP00000253413	9606.ENSP00000304891	0	0	0.053	0.974	0	0	0.900	0.052	0.902
ATP6V1E1	ATP6V1G3	9606.ENSP00000253413	9606.ENSP00000417171	0	0	0	0	0.204	0.574	0.540	0.847	0.972
ATP6V1E1	TCIRG1	9606.ENSP00000253413	9606.ENSP00000265686	0.095	0	0	0	0.596	0.804	0.718	0.735	0.993
ATP6V1E1	ATP6V1G2	9606.ENSP00000253413	9606.ENSP00000302194	0	0	0	0	0.204	0.953	0.720	0.837	0.998
ATP6V1E1	ATP6V1G1	9606.ENSP00000253413	9606.ENSP00000363162	0	0	0	0	0.321	0.991	0.900	0.875	0.999
ATP6V1E1	ATP6V1F	9606.ENSP00000253413	9606.ENSP00000417378	0.120	0	0	0	0.666	0.992	0.978	0.873	0.999
ATP6V1E1	ATP6V1H	9606.ENSP00000253413	9606.ENSP00000352522	0	0	0	0	0.450	0.993	0.720	0.866	0.999
ATP6V1E2	TCIRG1	9606.ENSP00000304891	9606.ENSP00000265686	0.095	0	0	0	0.596	0.516	0.694	0.771	0.985
ATP6V1E2	ATP6V1G2	9606.ENSP00000304891	9606.ENSP00000302194	0	0	0	0	0.204	0.947	0.500	0.874	0.997
ATP6V1E2	ATP6V1G3	9606.ENSP00000304891	9606.ENSP00000417171	0	0	0	0	0.204	0.574	0.500	0.885	0.978
ATP6V1E2	ATP6V1H	9606.ENSP00000304891	9606.ENSP00000352522	0	0	0	0	0.329	0.838	0.500	0.832	0.989
ATP6V1E2	ATP6V1G1	9606.ENSP00000304891	9606.ENSP00000363162	0	0	0	0	0.204	0.916	0.500	0.874	0.995
ATP6V1E2	ATP6V1F	9606.ENSP00000304891	9606.ENSP00000417378	0.120	0	0	0	0.596	0.839	0.891	0.793	0.998
ATP6V1F	TCIRG1	9606.ENSP00000417378	9606.ENSP00000265686	0.111	0	0	0	0.351	0.852	0.800	0.756	0.995
ATP6V1F	ATP6V1G2	9606.ENSP00000417378	9606.ENSP00000302194	0	0	0	0	0.535	0.930	0.720	0.798	0.997
ATP6V1F	ATP6V1H	9606.ENSP00000417378	9606.ENSP00000352522	0	0	0	0	0.125	0.997	0.935	0.760	0.999
ATP6V1F	ATP6V1G1	9606.ENSP00000417378	9606.ENSP00000363162	0	0	0	0	0.603	0.987	0.900	0.842	0.999
ATP6V1F	ATP6V1G3	9606.ENSP00000417378	9606.ENSP00000417171	0	0	0	0	0.535	0.781	0.540	0.818	0.990
ATP6V1G1	TCIRG1	9606.ENSP00000363162	9606.ENSP00000265686	0	0	0	0	0.061	0.480	0.540	0.691	0.921
ATP6V1G1	ATP6V1G2	9606.ENSP00000363162	9606.ENSP00000302194	0	0	0.060	0.960	0	0.609	0.900	0.065	0.961
ATP6V1G1	ATP6V1H	9606.ENSP00000363162	9606.ENSP00000352522	0	0	0	0	0.140	0.975	0.720	0.760	0.998
ATP6V1G1	LAMTOR2	9606.ENSP00000363162	9606.ENSP00000357288	0	0	0	0	0.064	0	0.650	0.197	0.714
ATP6V1G1	LAMTOR3	9606.ENSP00000363162	9606.ENSP00000424183	0	0	0	0	0.235	0	0.650	0	0.720
ATP6V1G2	TCIRG1	9606.ENSP00000302194	9606.ENSP00000265686	0	0	0	0	0.063	0.689	0.540	0.709	0.956
ATP6V1G2	ATP6V1H	9606.ENSP00000302194	9606.ENSP00000352522	0	0	0	0	0.114	0.784	0.720	0.692	0.981
ATP6V1G3	TCIRG1	9606.ENSP00000417171	9606.ENSP00000265686	0	0	0	0	0.061	0.480	0.540	0.703	0.924
ATP6V1G3	ATP6V1H	9606.ENSP00000417171	9606.ENSP00000352522	0	0	0	0	0.114	0.784	0.540	0.696	0.969
ATP6V1H	TCIRG1	9606.ENSP00000352522	9606.ENSP00000265686	0	0	0	0	0.083	0.749	0.900	0.751	0.993
ATP7A	PDZD11	9606.ENSP00000345728	9606.ENSP00000239666	0	0	0	0	0.072	0.292	0.900	0.775	0.983
ATP7A	SOD1	9606.ENSP00000345728	9606.ENSP00000270142	0	0	0	0	0	0.091	0	0.699	0.715
ATP7A	EIF4G2	9606.ENSP00000345728	9606.ENSP00000433664	0	0	0	0	0.042	0	0	0.789	0.789
ATP7A	EIF4E	9606.ENSP00000345728	9606.ENSP00000425561	0	0	0	0	0	0	0	0.827	0.827
ATP7A	POMC	9606.ENSP00000345728	9606.ENSP00000384092	0	0	0	0	0	0	0	0.964	0.964
ATP7A	EIF4G1	9606.ENSP00000345728	9606.ENSP00000416255	0	0	0	0	0	0	0	0.989	0.989
ATP8A1	TMEM30A	9606.ENSP00000371084	9606.ENSP00000230461	0	0	0	0	0.073	0.896	0.900	0.988	0.999
ATP8B4	TMEM30A	9606.ENSP00000284509	9606.ENSP00000230461	0	0	0	0	0.101	0.697	0.540	0.582	0.940
AZU1	CTSG	9606.ENSP00000233997	9606.ENSP00000216336	0	0	0.143	0.787	0.777	0	0	0.892	0.977
AZU1	MPO	9606.ENSP00000233997	9606.ENSP00000225275	0	0	0	0	0.999	0	0	0.943	0.999
AZU1	LTF	9606.ENSP00000233997	9606.ENSP00000231751	0	0	0	0	0.264	0.052	0	0.785	0.836
AZU1	CAMP	9606.ENSP00000233997	9606.ENSP00000296435	0	0	0	0	0.435	0	0	0.602	0.765
AZU1	MS4A3	9606.ENSP00000233997	9606.ENSP00000278865	0	0	0	0	0.775	0	0	0.066	0.780
AZU1	SH3GL2	9606.ENSP00000233997	9606.ENSP00000369981	0	0	0	0	0	0.787	0	0	0.787
AZU1	CEACAM8	9606.ENSP00000233997	9606.ENSP00000244336	0	0	0	0	0.774	0.094	0	0.313	0.847
AZU1	DEFA4	9606.ENSP00000233997	9606.ENSP00000297435	0	0	0	0	0.780	0.064	0	0.356	0.855
AZU1	RNASE3	9606.ENSP00000233997	9606.ENSP00000302324	0	0	0	0	0.773	0	0	0.667	0.921
AZU1	BPI	9606.ENSP00000233997	9606.ENSP00000262865	0	0	0	0	0.772	0	0	0.794	0.951
AZU1	PRTN3	9606.ENSP00000233997	9606.ENSP00000234347	0	0	0.091	0.895	0.999	0	0	0.652	0.999
AZU1	ELANE	9606.ENSP00000233997	9606.ENSP00000466090	0	0	0.091	0.897	0.999	0	0	0.699	0.999
B2M	CD74	9606.ENSP00000497910	9606.ENSP00000009530	0	0	0	0	0.223	0	0.540	0.506	0.808
B2M	CD4	9606.ENSP00000497910	9606.ENSP00000011653	0	0	0	0	0.084	0.125	0	0.719	0.755
B2M	ULBP1	9606.ENSP00000497910	9606.ENSP00000229708	0	0	0	0	0	0.299	0	0.634	0.732
B2M	HLA-DOA	9606.ENSP00000497910	9606.ENSP00000229829	0	0	0	0.759	0.128	0	0.720	0.085	0.757
B2M	TTR	9606.ENSP00000497910	9606.ENSP00000237014	0	0	0	0	0	0	0.400	0.950	0.968
B2M	KLRK1	9606.ENSP00000497910	9606.ENSP00000240618	0	0	0	0	0.075	0.068	0.400	0.668	0.805
B2M	CANX	9606.ENSP00000497910	9606.ENSP00000247461	0	0	0	0	0.042	0	0.500	0.719	0.853
B2M	MICB	9606.ENSP00000497910	9606.ENSP00000252229	0	0	0	0	0.049	0.299	0	0.713	0.791
B2M	CRP	9606.ENSP00000497910	9606.ENSP00000255030	0	0	0	0	0	0	0	0.848	0.848
B2M	HLA-F	9606.ENSP00000497910	9606.ENSP00000259951	0	0	0	0.727	0.634	0.989	0.900	0.701	0.999
B2M	LYZ	9606.ENSP00000497910	9606.ENSP00000261267	0	0	0	0	0.134	0	0.400	0.556	0.749
B2M	TYROBP	9606.ENSP00000497910	9606.ENSP00000262629	0	0	0	0	0.165	0	0.700	0.302	0.809
B2M	IL27RA	9606.ENSP00000497910	9606.ENSP00000263379	0	0	0	0	0.053	0.800	0	0.092	0.813
B2M	CD80	9606.ENSP00000497910	9606.ENSP00000264246	0	0	0	0	0.137	0.183	0	0.921	0.939
B2M	ZAP70	9606.ENSP00000497910	9606.ENSP00000264972	0	0	0	0	0.088	0	0	0.719	0.733
B2M	RANBP2	9606.ENSP00000497910	9606.ENSP00000283195	0	0	0	0	0.071	0.699	0	0	0.708
B2M	CD1A	9606.ENSP00000497910	9606.ENSP00000289429	0	0	0	0.725	0.072	0.981	0.900	0.720	0.999
B2M	PDIA3	9606.ENSP00000497910	9606.ENSP00000300289	0	0	0	0	0.044	0.800	0.900	0.982	0.999
B2M	CD3D	9606.ENSP00000497910	9606.ENSP00000300692	0	0	0	0	0.121	0.800	0.500	0.277	0.928
B2M	GUSB	9606.ENSP00000497910	9606.ENSP00000302728	0	0	0	0	0.044	0	0	0.733	0.733
B2M	CXCL8	9606.ENSP00000497910	9606.ENSP00000306512	0	0	0	0	0.144	0	0	0.689	0.722
B2M	GH1	9606.ENSP00000497910	9606.ENSP00000312673	0	0	0	0	0	0.800	0	0.117	0.815
B2M	LILRB1	9606.ENSP00000497910	9606.ENSP00000315997	0	0	0	0	0.094	0.978	0.500	0.913	0.999
B2M	CALR	9606.ENSP00000497910	9606.ENSP00000320866	0	0	0	0	0.094	0.873	0.900	0.990	0.999
B2M	KIR2DL1	9606.ENSP00000497910	9606.ENSP00000336769	0	0	0	0	0.055	0.437	0.500	0.260	0.777
B2M	KLRD1	9606.ENSP00000497910	9606.ENSP00000338130	0	0	0	0	0.095	0.896	0.400	0.695	0.980
B2M	KIR2DL3	9606.ENSP00000497910	9606.ENSP00000342215	0	0	0	0	0.055	0.811	0.500	0.218	0.920
B2M	TAP1	9606.ENSP00000497910	9606.ENSP00000346206	0	0	0	0	0.403	0.514	0.900	0.531	0.984
B2M	HLA-DRB1	9606.ENSP00000497910	9606.ENSP00000353099	0	0	0	0.768	0.140	0	0.720	0.336	0.826
B2M	STAT1	9606.ENSP00000497910	9606.ENSP00000354394	0	0	0	0	0.325	0	0.500	0.469	0.805
B2M	CD3E	9606.ENSP00000497910	9606.ENSP00000354566	0	0	0	0	0.163	0.800	0.500	0.322	0.935
B2M	CD247	9606.ENSP00000497910	9606.ENSP00000354782	0	0	0	0	0.138	0.800	0.500	0.773	0.977
B2M	ULBP3	9606.ENSP00000497910	9606.ENSP00000356308	0	0	0	0	0	0.299	0	0.617	0.720
B2M	CD1B	9606.ENSP00000497910	9606.ENSP00000357150	0	0	0	0	0	0.985	0.900	0.924	0.999
